ID_Aluno,ID_Disciplina,Presenca,Nota_Midterm,Nota_Final,Nota_Projetos,Nota_Total,Conceito
S1468,Business,89.1,57.08,90.58,84.85,50.69,B
S1469,Mathematics,,62.73,43.09,77.98,71.96,B
S1470,CS,89.13,51.97,50.25,89.73,93.07,B
S1471,CS,83.19,98.26,46.12,82.24,91.81,D
S1472,Engineering,84.16,71.04,44.68,94.36,80.18,B
S1473,Mathematics,74.08,93.76,41.54,91.46,57.83,B
S1474,Mathematics,83.35,60.79,43.3,59.89,55.38,B
S1475,CS,53.99,91.65,66.55,61.98,97.73,D
S1476,CS,92.58,43.23,55.17,53.25,71.07,A
S1477,Engineering,52.78,98.93,47.59,61.01,82.41,C
S1478,CS,57.44,94.72,79.52,67.17,95.29,F
S1479,CS,78.84,61.79,53.57,51.44,93.49,A
S1480,CS,86.97,86.48,41.14,65.75,78.35,A
S1481,Engineering,53.81,85.14,65.11,88.58,74.4,F
S1482,Mathematics,,94.08,58.63,92.02,86.76,C
S1483,Mathematics,,58.44,59.12,50.44,67.48,F
S1484,CS,80.3,67.93,66.72,50.36,81.27,A
S1485,Engineering,74.06,91.9,80.13,57.32,51.16,A
S1486,Business,87.07,86.71,76.99,93.63,91.22,A
S1487,CS,66.42,63.61,96.24,73.46,99.9,C
S1488,Engineering,,90.74,71.06,99.15,97.74,F
S1489,Engineering,95.81,42.82,68.35,94.37,67.99,A
S1490,CS,97.78,86.92,52.8,94.51,76.56,A
S1491,Engineering,96.35,52.41,85.32,56.42,61.81,A
S1492,CS,63.12,57.17,48.45,73.76,65.15,C
S1493,Engineering,61.62,69.59,69.47,99.68,72.87,F
S1494,CS,64.88,66.98,65.28,57.45,87.35,F
S1495,CS,72.07,71.23,79.5,78.71,50.89,D
S1496,CS,65.71,72.69,95.06,67.21,69.69,A
S1497,Business,68.71,59.89,96.8,69.39,77.82,F
S1498,Engineering,81.03,50.51,50.07,94.54,60.76,A
S1499,Engineering,88.13,86.11,55.71,79.4,53.92,A
S1500,Engineering,86.78,64.0,88.7,87.94,76.98,A
S1501,Engineering,90.72,70.35,71.1,83.66,81.89,A
S1502,CS,51.61,78.68,67.18,76.45,82.05,C
S1503,Business,52.39,94.58,82.64,89.59,67.83,D
S1504,CS,89.47,82.45,76.12,98.54,61.87,A
S1505,CS,76.65,42.73,98.24,98.34,61.02,F
S1506,Business,78.91,90.31,75.04,89.47,52.03,F
S1507,CS,52.63,99.36,67.96,74.37,59.23,D
S1508,CS,62.77,68.35,72.57,58.16,90.93,A
S1509,Engineering,81.92,98.18,88.51,52.22,50.15,C
S1510,Engineering,92.96,72.84,76.76,61.57,52.19,A
S1511,Business,95.85,67.58,78.82,67.01,56.35,B
S1512,Engineering,75.02,59.88,98.29,56.49,71.01,B
S1513,Engineering,77.27,79.45,77.1,61.24,66.69,F
S1514,Business,91.65,53.79,62.82,54.18,58.89,A
S1515,CS,76.88,46.3,81.48,76.18,55.55,A
S1516,CS,75.84,41.63,79.57,56.32,96.94,F
S1517,Engineering,95.25,57.54,40.83,87.14,95.56,B
S1518,CS,,63.75,68.04,66.63,88.59,B
S1519,Mathematics,95.45,73.12,84.57,83.6,62.6,B
S1520,Business,60.91,57.56,69.94,94.13,66.18,C
S1521,CS,76.22,99.04,86.78,54.3,83.29,A
S1522,CS,92.12,57.5,67.05,99.45,64.58,A
S1523,CS,55.56,66.46,99.0,82.26,76.53,F
S1524,CS,89.73,46.2,57.57,52.67,82.56,A
S1525,CS,59.15,55.64,45.53,65.7,75.96,D
S1526,Engineering,,42.9,65.8,94.31,70.66,D
S1527,Business,80.6,73.57,72.5,79.81,67.39,D
S1528,Business,59.66,85.06,60.95,64.36,88.89,F
S1529,CS,73.67,51.74,54.54,97.02,86.95,C
S1530,CS,84.1,62.07,80.32,89.36,84.81,A
S1531,Engineering,,41.0,62.63,86.78,68.73,F
S1532,Business,71.36,90.37,77.88,94.42,88.79,B
S1533,Business,94.97,86.8,86.74,88.49,97.89,B
S1534,Mathematics,75.96,43.8,85.66,64.34,84.45,D
S1535,Engineering,75.29,61.89,62.52,79.19,70.39,C
S1536,Engineering,53.11,97.32,74.07,92.11,89.82,D
S1537,CS,96.11,63.52,66.98,59.04,80.47,A
S1538,Engineering,58.86,71.57,92.25,58.15,93.88,D
S1539,CS,76.42,61.31,92.73,57.95,85.66,A
S1540,Engineering,90.18,75.77,60.62,59.71,88.5,B
S1541,Engineering,60.77,98.69,45.5,55.16,83.37,C
S1542,CS,,99.85,50.05,91.88,54.6,C
S1543,CS,62.03,86.48,62.02,90.92,74.26,B
S1544,CS,87.98,64.26,73.85,57.57,52.82,A
S1545,CS,78.22,69.67,79.41,85.28,72.38,C
S1546,CS,,61.4,59.88,81.35,85.82,B
S1547,CS,94.73,99.13,80.05,63.81,71.06,A
S1548,CS,82.44,82.47,96.26,61.37,50.08,C
S1549,CS,86.27,66.94,79.12,62.53,68.46,A
S1550,Mathematics,77.46,40.73,49.51,86.53,53.39,B
S1551,CS,69.22,71.23,74.78,65.97,89.03,A
S1552,CS,82.41,99.04,72.51,63.9,89.19,B
S1553,Engineering,95.41,71.38,92.24,51.12,90.32,A
S1554,Business,70.83,50.95,61.02,95.41,51.52,B
S1555,Engineering,65.72,41.33,65.38,87.64,51.61,D
S1556,CS,,61.28,75.92,73.64,95.17,D
S1557,Engineering,71.77,95.09,71.47,97.15,56.18,F
S1558,Business,53.68,99.79,83.14,64.68,83.5,F
S1559,Business,74.92,96.72,42.42,83.74,89.77,D
S1560,Engineering,74.72,83.77,73.81,65.26,72.39,D
S1561,Business,79.42,73.49,47.3,65.73,77.32,B
S1562,Business,68.14,75.44,58.91,92.24,61.37,B
S1563,Engineering,80.66,72.34,79.7,89.35,96.18,C
S1564,Engineering,93.91,82.42,49.44,64.71,65.09,B
S1565,Engineering,97.77,65.13,58.53,54.07,60.89,B
S1566,Business,79.18,80.15,82.18,67.88,76.27,D
S1567,CS,,47.3,79.05,88.0,59.53,C
S1568,Mathematics,98.46,55.94,45.46,55.03,84.33,B
S1569,CS,85.29,90.16,74.64,83.61,75.76,A
S1570,Engineering,,94.22,48.84,94.49,57.39,F
S1571,Business,57.36,72.34,55.14,58.96,53.36,F
S1572,CS,57.17,41.9,67.55,93.11,56.85,F
S1573,Engineering,58.39,95.62,46.56,52.57,56.83,D
S1574,CS,52.28,82.12,99.62,83.34,65.64,D
S1575,CS,,64.84,49.92,89.55,91.66,A
S1576,CS,77.04,75.9,86.88,72.24,52.86,B
S1577,CS,85.0,65.79,89.79,60.19,56.4,F
S1578,CS,91.41,67.92,99.67,96.24,65.14,B
S1579,Mathematics,89.58,93.21,65.72,51.0,77.67,A
S1580,Mathematics,94.13,49.67,92.45,77.75,88.14,B
S1581,CS,98.36,46.22,97.45,68.64,96.06,A
S1582,Business,71.95,40.16,50.37,73.05,70.6,D
S1583,CS,97.52,58.84,68.77,76.83,55.29,A
S1584,CS,86.16,48.84,43.6,76.74,60.68,B
S1585,CS,53.53,53.2,77.24,60.18,64.36,F
S1586,Mathematics,84.09,40.67,74.88,83.99,89.3,C
S1587,Mathematics,,53.63,52.25,50.96,84.33,D
S1588,CS,95.29,59.96,87.87,51.06,60.45,B
S1589,CS,68.65,41.89,42.24,73.92,91.94,D
S1590,CS,79.25,76.47,88.37,77.1,92.96,B
S1591,Engineering,50.61,74.13,41.6,63.74,94.12,F
S1592,Engineering,66.6,45.82,79.41,77.58,63.75,D
S1593,CS,53.11,75.7,44.73,75.81,56.69,D
S1594,Business,76.09,99.92,55.07,67.46,55.2,B
S1595,CS,90.87,96.67,83.31,82.59,70.0,A
S1596,Mathematics,,40.16,56.82,97.9,71.47,F
S1597,Engineering,,87.72,70.67,74.54,93.41,F
S1598,Engineering,60.2,61.22,94.91,89.3,63.39,A
S1599,Business,56.03,43.82,42.98,62.38,81.34,F
S1600,Business,75.55,57.76,88.66,88.1,89.41,F
S1601,CS,53.96,59.3,43.92,82.45,63.46,C
S1602,CS,,71.39,47.61,81.98,63.36,B
S1603,Mathematics,51.57,79.67,47.16,94.65,83.46,C
S1604,CS,55.34,84.94,99.65,61.67,86.31,C
S1605,CS,77.5,54.75,50.81,68.42,97.99,C
S1606,Engineering,79.57,59.31,93.81,54.15,92.5,D
S1607,Business,51.45,58.5,99.46,86.31,91.1,C
S1608,Business,78.67,61.76,63.03,92.19,84.62,C
S1609,Mathematics,91.93,99.98,77.86,70.29,55.92,A
S1610,Engineering,86.12,86.68,86.75,67.84,90.46,A
S1611,CS,56.56,98.5,63.56,82.93,96.77,D
S1612,Engineering,79.62,81.59,49.71,53.78,69.54,F
S1613,Business,83.61,64.38,66.03,64.69,65.68,F
S1614,CS,51.86,63.38,86.31,68.31,76.12,F
S1615,CS,92.77,69.31,86.85,75.93,97.82,A
S1616,CS,95.31,65.01,53.83,73.83,52.54,B
S1617,Engineering,92.52,89.7,50.5,60.43,85.44,B
S1618,Business,91.23,67.9,95.23,77.04,90.73,A
S1619,Engineering,87.25,57.74,42.64,96.29,89.44,A
S1620,Mathematics,81.67,86.49,84.08,51.35,78.34,A
S1621,CS,83.93,91.27,42.79,84.02,96.03,A
S1622,Mathematics,,65.23,90.27,81.24,56.73,C
S1623,Business,83.12,80.07,94.32,96.22,62.26,C
S1624,CS,66.39,43.53,57.85,82.27,65.35,C
S1625,Mathematics,68.8,71.77,44.44,81.24,50.43,A
S1626,CS,94.85,42.7,68.84,88.49,68.53,A
S1627,Business,50.86,41.75,57.91,63.39,58.03,F
S1628,Business,84.94,76.78,65.03,79.79,86.23,C
S1629,Business,97.74,58.2,79.9,75.97,70.75,A
S1630,Engineering,85.31,84.55,52.59,71.92,85.22,A
S1631,CS,99.7,93.76,61.42,53.97,64.68,B
S1632,Engineering,84.38,48.36,86.95,64.63,56.6,C
S1633,CS,51.72,83.47,78.63,64.0,56.6,F
S1634,Business,91.35,70.87,59.58,86.21,60.16,B
S1635,Business,64.23,46.73,79.86,96.03,55.76,B
S1636,Mathematics,72.3,79.1,85.92,61.54,61.03,B
S1637,CS,65.6,76.57,75.55,53.73,78.95,C
S1638,Business,63.43,70.94,54.37,100.0,62.82,A
S1639,Mathematics,71.57,95.59,40.01,84.56,67.15,D
S1640,Business,68.94,71.26,88.17,94.32,52.64,D
S1641,CS,81.67,99.43,89.36,57.19,94.61,D
S1642,CS,,70.55,81.86,90.04,56.91,A
S1643,CS,64.85,46.95,44.59,90.67,67.43,B
S1644,Engineering,60.69,68.23,75.11,57.57,68.97,C
S1645,Engineering,83.34,50.94,89.26,58.07,88.61,B
S1646,Mathematics,83.52,75.83,63.38,64.77,74.18,D
S1647,CS,95.06,81.59,51.88,60.84,69.15,A
S1648,CS,50.8,68.11,75.26,98.77,84.79,D
S1649,Engineering,,45.86,89.58,68.15,79.85,A
S1650,Business,76.05,68.12,42.93,88.07,53.91,A
S1651,Mathematics,81.07,44.89,75.82,90.25,65.64,C
S1652,Business,54.57,80.93,78.59,69.3,98.93,F
S1653,Engineering,71.63,87.42,76.14,84.13,74.17,F
S1654,Engineering,61.37,97.74,79.0,55.39,71.21,C
S1655,Business,62.71,48.93,77.88,69.85,57.5,C
S1656,Engineering,75.2,71.95,47.82,98.37,91.95,C
S1657,CS,90.62,74.05,54.1,58.43,56.67,B
S1658,CS,87.19,95.35,77.14,69.29,55.25,A
S1659,CS,,77.64,41.06,89.53,71.95,B
S1660,Business,76.97,48.73,78.08,83.27,71.83,A
S1661,CS,71.37,66.18,79.92,81.58,99.07,D
S1662,CS,98.64,79.29,54.35,92.66,56.38,A
S1663,CS,78.01,82.02,75.89,51.45,74.19,D
S1664,Engineering,62.7,91.78,72.05,88.56,60.06,F
S1665,CS,61.5,50.83,55.64,94.13,85.09,A
S1666,Engineering,80.57,97.09,67.78,50.81,69.58,F
S1667,CS,76.14,43.55,94.58,77.95,82.42,A
S1668,CS,50.38,99.03,65.6,67.43,66.92,C
S1669,Engineering,91.5,91.47,77.79,52.54,78.23,B
S1670,CS,85.21,79.62,42.12,70.89,73.46,A
S1671,CS,83.09,84.1,44.67,82.2,68.72,C
S1672,CS,53.44,44.36,44.88,95.95,76.88,F
S1673,Business,,42.49,86.69,81.03,69.19,B
S1674,Engineering,96.77,46.11,61.02,92.84,90.3,B
S1675,CS,93.13,45.24,53.66,56.08,74.76,A
S1676,CS,64.28,72.84,84.84,60.53,95.16,C
S1677,Mathematics,57.85,52.93,50.2,98.51,61.14,F
S1678,Engineering,72.45,91.61,54.79,94.37,55.61,D
S1679,Engineering,67.79,66.74,65.86,61.76,69.05,B
S1680,Business,84.11,81.73,59.89,81.05,59.18,C
S1681,Business,98.32,79.17,75.12,68.13,69.66,B
S1682,Business,68.15,59.19,60.27,73.43,60.37,C
S1683,Engineering,53.11,54.59,63.58,93.04,93.41,D
S1684,Engineering,94.88,60.55,91.77,86.79,78.4,A
S1685,CS,51.9,87.8,93.07,61.92,74.88,D
S1686,Mathematics,97.64,75.18,89.66,65.8,89.39,A
S1687,Engineering,83.23,55.21,91.89,64.49,56.52,F
S1688,CS,97.08,89.07,74.18,89.03,92.85,B
S1689,Mathematics,59.98,43.29,78.77,74.5,74.17,F
S1690,Mathematics,52.03,81.95,73.43,97.54,56.82,D
S1691,Mathematics,74.41,66.35,87.14,90.83,90.97,B
S1692,Business,72.53,83.88,73.06,60.56,73.04,D
S1693,Mathematics,,95.65,46.66,89.3,80.23,B
S1694,CS,97.88,85.0,88.57,75.3,94.68,A
S1695,Business,91.13,66.52,85.64,62.69,94.53,B
S1696,Business,83.08,49.06,89.22,68.17,94.64,F
S1697,CS,58.14,88.38,51.43,98.61,70.85,F
S1698,CS,86.72,67.64,56.3,74.2,87.48,B
S1699,Mathematics,86.35,44.52,57.75,85.98,61.66,A
S1700,CS,71.25,83.14,70.48,73.85,91.56,B
S1701,Business,96.24,57.51,48.03,68.58,67.09,A
S1702,CS,,42.93,63.12,89.82,73.2,B
S1703,CS,63.37,94.17,50.93,92.42,94.57,F
S1704,Engineering,53.16,68.99,55.89,53.59,90.29,D
S1705,CS,89.77,56.86,82.38,63.95,97.63,A
S1706,Engineering,81.09,82.98,91.29,75.39,68.17,F
S1707,Engineering,65.75,93.15,41.37,65.82,57.55,B
S1708,CS,58.19,40.02,73.95,89.18,95.52,D
S1709,CS,52.01,81.27,42.16,55.74,74.66,F
S1710,CS,58.34,86.02,45.11,89.89,94.47,F
S1711,CS,72.66,52.6,82.31,80.89,86.6,A
S1712,Business,62.36,69.38,84.14,64.47,93.74,F
S1713,Engineering,62.95,45.36,88.84,67.22,82.74,C
S1714,CS,93.78,84.8,68.45,59.14,90.62,A
S1715,Engineering,75.76,90.85,91.59,62.63,56.02,F
S1716,CS,86.46,46.49,50.01,85.86,98.41,B
S1717,CS,51.79,88.99,54.98,68.79,59.05,D
S1718,CS,68.26,86.29,48.07,84.37,51.23,C
S1719,Business,73.96,60.81,87.85,75.71,76.54,D
S1720,Mathematics,59.32,81.42,53.72,57.26,85.6,C
S1721,Business,56.01,40.0,49.33,74.95,85.82,F
S1722,CS,93.52,95.91,77.39,87.82,66.96,A
S1723,CS,96.97,73.02,44.62,64.88,87.69,A
S1724,Engineering,,77.22,42.69,82.4,92.13,A
S1725,Business,67.45,79.88,46.4,59.95,80.5,A
S1726,Mathematics,97.91,73.68,40.01,56.78,69.3,A
S1727,CS,54.16,91.41,81.82,68.01,80.68,F
S1728,CS,82.18,76.58,73.73,69.46,93.11,D
S1729,Engineering,98.61,94.47,52.59,88.05,95.02,A
S1730,Business,98.91,74.94,53.98,73.0,51.58,A
S1731,Business,73.56,50.27,88.66,54.06,56.12,F
S1732,Engineering,58.14,94.81,70.11,81.7,50.23,D
S1733,Mathematics,60.1,80.9,81.91,73.46,74.62,A
S1734,Engineering,94.48,81.95,67.17,66.58,71.82,A
S1735,Mathematics,95.58,99.13,54.26,90.11,77.29,B
S1736,Mathematics,80.39,44.51,98.22,57.72,84.18,B
S1737,Business,,65.72,73.94,95.66,68.29,A
S1738,CS,87.0,54.35,47.86,66.7,60.43,A
S1739,CS,83.09,77.83,64.37,73.05,69.74,B
S1740,Engineering,91.36,88.41,59.76,96.46,50.45,A
S1741,Engineering,84.27,97.98,52.85,88.06,91.47,D
S1742,Business,76.7,67.28,96.01,53.72,69.19,D
S1743,CS,61.85,87.17,92.86,78.91,81.14,F
S1744,CS,87.19,95.02,51.95,65.52,66.24,A
S1745,Business,73.67,81.0,61.13,75.42,80.74,A
S1746,CS,64.74,54.56,85.74,87.15,77.02,B
S1747,CS,90.1,76.47,52.51,74.81,60.43,A
S1748,CS,84.84,98.2,75.49,53.55,81.27,C
S1749,Engineering,96.87,99.25,81.99,76.5,55.48,A
S1750,CS,58.27,78.54,79.24,51.21,74.05,D
S1751,Business,,93.22,82.38,67.42,85.99,F
S1752,Engineering,62.21,52.02,82.4,73.9,77.45,F
S1753,Mathematics,95.18,54.76,97.89,82.23,87.31,A
S1754,Engineering,54.97,97.17,60.79,75.31,63.66,D
S1755,CS,82.81,48.11,92.72,57.6,52.44,F
S1756,CS,89.55,51.47,41.31,96.61,52.8,A
S1757,CS,67.75,65.23,57.29,82.51,63.44,B
S1758,Engineering,97.71,75.38,42.92,65.85,70.38,A
S1759,CS,92.54,76.23,79.07,98.3,76.88,A
S1760,CS,64.73,57.52,46.05,94.13,87.88,D
S1761,Engineering,50.38,95.24,90.74,57.17,91.98,C
S1762,CS,64.83,94.91,78.8,82.77,84.68,B
S1763,CS,64.07,63.52,41.73,78.0,73.16,A
S1764,Business,94.5,66.06,82.89,59.64,63.22,A
S1765,Mathematics,98.36,82.15,91.72,61.67,71.39,A
S1766,CS,53.52,79.78,79.67,78.19,63.67,D
S1767,CS,73.56,62.94,41.83,66.06,81.22,A
S1768,Mathematics,77.42,64.85,91.48,91.74,90.91,C
S1769,CS,54.65,60.88,83.95,54.89,75.91,D
S1770,Mathematics,68.87,54.12,62.71,95.7,52.29,B
S1771,CS,65.85,67.49,59.72,92.03,96.99,D
S1772,Business,76.8,81.19,68.79,86.93,64.71,B
S1773,CS,83.06,84.52,92.03,63.13,95.73,D
S1774,Mathematics,85.17,86.73,55.12,85.75,90.65,A
S1775,CS,56.84,62.48,46.06,71.94,70.66,F
S1776,Engineering,90.65,85.88,91.88,81.69,52.84,A
S1777,CS,83.93,40.39,41.58,65.63,97.39,A
S1778,CS,94.45,68.62,94.66,91.79,82.95,A
S1779,Business,72.47,87.63,58.34,52.03,62.48,A
S1780,Engineering,,77.8,70.49,84.57,76.68,A
S1781,Mathematics,,68.44,47.94,91.43,81.77,D
S1782,Engineering,71.92,78.68,94.14,82.32,61.33,B
S1783,Business,69.06,94.42,84.99,59.6,54.68,C
S1784,Engineering,96.64,73.98,95.45,64.25,63.37,A
S1785,Mathematics,,87.99,80.99,75.75,52.38,F
S1786,Mathematics,96.41,98.84,51.08,66.47,53.5,A
S1787,CS,89.85,82.33,58.5,50.25,57.83,A
S1788,Business,80.46,74.4,69.21,52.03,57.92,F
S1789,Business,55.79,42.25,76.44,88.39,62.4,D
S1790,CS,64.57,62.47,95.59,54.19,96.87,F
S1791,Engineering,98.44,73.93,63.04,96.4,78.79,A
S1792,CS,65.97,87.83,82.18,72.14,71.13,C
S1793,Business,54.66,66.29,97.66,87.91,78.19,F
S1794,CS,85.38,97.6,49.14,56.28,50.29,A
S1795,CS,86.7,56.31,91.76,96.33,94.74,A
S1796,Engineering,,84.67,65.24,51.69,76.62,D
S1797,Engineering,64.88,65.14,83.95,52.11,72.58,A
S1798,Business,73.44,69.16,57.61,52.73,97.08,C
S1799,Mathematics,51.09,88.15,60.04,55.17,86.52,D
S1800,Engineering,89.47,57.77,41.63,74.34,66.87,A
S1801,CS,65.85,45.81,98.28,89.41,96.81,F
S1802,Business,92.69,71.22,88.81,64.25,92.6,A
S1803,Engineering,90.13,71.73,45.64,87.29,97.73,B
S1804,Engineering,83.07,87.83,99.97,88.7,54.81,A
S1805,CS,66.24,98.1,76.3,95.41,97.76,C
S1806,Engineering,75.82,43.32,91.22,57.47,77.14,A
S1807,CS,72.24,75.5,44.0,56.78,83.61,B
S1808,Business,66.94,80.88,63.37,56.1,60.61,F
S1809,Engineering,92.41,99.15,80.18,67.97,57.02,B
S1810,Business,74.18,96.56,46.39,74.47,53.97,D
S1811,Engineering,,82.75,69.33,73.08,71.12,D
S1812,CS,55.26,71.31,66.56,62.85,61.07,C
S1813,Business,57.05,49.69,52.96,81.1,54.08,D
S1814,Engineering,,63.05,58.02,66.91,97.75,F
S1815,CS,,75.11,98.03,68.3,86.67,F
S1816,Engineering,75.49,83.51,57.32,55.28,75.89,D
S1817,CS,76.16,78.12,52.81,79.61,87.17,A
S1818,Business,60.76,82.85,72.17,82.76,80.57,F
S1819,Engineering,85.94,65.75,80.26,87.9,58.9,B
S1820,Business,54.24,83.66,83.51,95.2,81.67,F
S1821,CS,78.67,48.62,85.25,88.3,84.05,B
S1822,CS,78.54,49.76,42.21,61.79,61.87,B
S1823,Mathematics,95.71,49.77,63.63,61.78,66.01,A
S1824,Business,76.31,93.45,86.44,95.75,69.17,C
S1825,CS,,44.56,94.29,89.51,80.13,D
S1826,CS,78.64,88.09,76.13,89.11,56.34,A
S1827,CS,54.57,54.01,43.14,85.99,87.17,C
S1828,Engineering,60.19,68.11,63.8,63.36,67.3,D
S1829,Business,51.56,94.96,44.45,92.37,84.59,C
S1830,Business,,75.16,84.91,57.14,96.64,D
S1831,Engineering,54.23,52.61,43.81,67.5,93.49,C
S1832,Business,73.47,57.05,51.14,67.32,86.88,C
S1833,Engineering,96.65,95.23,65.02,78.01,59.67,B
S1834,CS,85.99,65.63,67.76,73.17,86.6,A
S1835,Engineering,,75.22,64.39,72.99,81.79,F
S1836,Mathematics,61.21,67.6,67.8,77.68,88.63,C
S1837,Business,83.68,62.71,82.79,70.77,93.44,B
S1838,Engineering,94.74,53.4,62.16,62.5,65.57,A
S1839,Engineering,51.65,81.17,72.87,83.21,82.22,F
S1840,Mathematics,90.62,83.09,58.2,89.53,63.76,B
S1841,Engineering,,56.49,61.22,73.95,67.31,F
S1842,CS,77.3,87.34,76.83,82.47,76.03,B
S1843,Mathematics,97.89,91.27,69.43,76.77,71.71,B
S1844,Business,87.38,95.24,83.38,52.95,80.03,B
S1845,CS,92.51,49.67,73.63,71.15,87.94,A
S1846,Engineering,67.7,58.24,88.21,50.49,80.25,A
S1847,Engineering,77.72,91.62,66.6,83.09,98.49,F
S1848,CS,80.77,51.91,69.46,75.41,86.91,A
S1849,Mathematics,66.08,40.21,80.2,56.34,99.25,A
S1850,Engineering,78.51,92.25,53.27,77.11,87.17,C
S1851,Business,61.83,59.59,63.16,94.92,75.4,A
S1852,CS,57.17,64.87,77.49,67.02,70.55,F
S1853,Engineering,68.7,66.78,41.73,99.12,86.78,F
S1854,CS,86.96,90.9,66.22,97.97,84.36,A
S1855,Business,95.81,60.27,75.93,89.27,83.44,B
S1856,Engineering,,93.54,98.04,90.69,86.09,B
S1857,Engineering,82.14,77.02,92.62,70.53,93.61,C
S1858,CS,55.15,71.64,56.84,70.13,61.39,F
S1859,CS,95.22,59.54,70.43,97.72,78.24,B
S1860,CS,78.43,54.62,43.38,68.31,80.17,F
S1861,CS,89.02,77.44,54.45,54.84,64.64,B
S1862,Engineering,89.72,66.81,86.49,57.64,99.4,A
S1863,Engineering,62.82,94.63,47.4,85.52,89.28,A
S1864,Engineering,76.46,69.5,55.46,69.15,66.06,F
S1865,Engineering,98.02,70.71,96.64,59.97,67.92,A
S1866,CS,54.48,65.0,89.43,90.69,85.91,D
S1867,CS,84.15,87.36,86.91,74.43,50.57,A
S1868,CS,98.11,65.49,91.87,78.38,73.2,A
S1869,Business,65.03,56.16,84.98,57.7,67.16,A
S1870,Engineering,93.07,91.72,47.24,59.64,92.7,A
S1871,CS,96.68,75.81,70.99,56.29,89.56,B
S1872,CS,87.35,75.49,66.65,75.73,66.6,A
S1873,Business,61.57,76.65,58.67,88.78,93.24,A
S1874,Business,66.7,83.13,90.04,86.61,95.68,B
S1875,Engineering,51.79,58.78,67.85,63.06,77.62,D
S1876,Engineering,91.57,42.03,43.62,92.58,57.96,A
S1877,CS,92.48,88.64,56.5,55.28,88.52,B
S1878,Mathematics,81.64,47.73,53.72,55.7,65.97,F
S1879,Business,67.63,83.31,93.25,92.47,76.36,C
S1880,CS,53.84,44.94,78.85,62.22,52.28,C
S1881,Business,87.65,62.52,73.62,85.41,75.0,A
S1882,Business,86.33,43.78,70.4,50.45,69.01,A
S1883,CS,95.63,71.33,79.01,54.68,84.3,B
S1884,Engineering,86.53,79.19,85.29,80.46,52.04,A
S1885,CS,91.43,50.29,73.26,59.12,81.25,B
S1886,CS,87.3,62.3,96.3,51.41,88.6,A
S1887,Business,81.53,95.81,98.61,73.35,50.64,A
S1888,CS,71.35,66.54,99.72,66.53,87.5,A
S1889,Business,95.11,88.15,80.16,90.11,56.51,A
S1890,Mathematics,,95.63,95.96,90.94,84.9,A
S1891,CS,69.92,98.46,64.27,80.72,72.76,B
S1892,Engineering,54.17,93.9,91.58,64.65,77.6,F
S1893,Business,,59.04,94.55,73.08,66.87,B
S1894,Business,77.19,97.75,94.25,85.11,62.27,D
S1895,Business,63.78,88.74,89.85,53.47,53.55,B
S1896,CS,61.06,90.23,64.4,66.62,93.23,D
S1897,Engineering,76.37,40.91,49.53,91.12,80.52,C
S1898,Engineering,58.49,97.25,60.04,70.3,99.14,C
S1899,Mathematics,90.02,86.69,86.04,81.23,92.52,B
S1900,CS,74.22,86.08,53.97,54.82,93.48,D
S1901,Mathematics,78.69,44.89,68.7,88.85,79.89,C
S1902,CS,57.37,53.95,73.92,55.02,54.05,F
S1903,Mathematics,66.23,97.74,76.23,93.08,95.67,D
S1904,Engineering,70.5,70.04,96.14,55.33,55.89,C
S1905,Engineering,,63.87,79.69,94.54,75.86,A
S1906,Engineering,88.51,90.4,87.18,68.19,92.84,A
S1907,CS,61.15,45.24,74.91,81.23,73.62,C
S1908,CS,80.81,65.02,90.01,92.33,58.28,A
S1909,CS,62.17,62.54,55.82,50.51,68.66,D
S1910,CS,99.41,60.99,52.59,63.28,99.42,A
S1911,CS,97.61,58.46,95.58,95.42,99.99,A
S1912,Business,78.16,52.6,81.61,69.41,85.54,D
S1913,Engineering,84.95,50.37,80.29,85.32,94.4,A
S1914,CS,90.07,78.42,68.04,57.0,52.21,B
S1915,Business,86.05,95.16,62.6,83.92,63.8,A
S1916,Engineering,84.99,70.53,73.34,53.66,68.45,B
S1917,Mathematics,,57.88,47.23,85.87,50.6,C
S1918,Engineering,79.82,49.55,67.28,66.19,68.85,C
S1919,CS,81.82,89.81,67.32,73.29,54.65,C
S1920,Engineering,92.46,98.29,72.3,58.31,75.87,A
S1921,Engineering,83.49,60.95,78.08,81.39,50.22,F
S1922,CS,86.65,57.46,97.44,66.88,63.52,B
S1923,CS,61.71,76.09,79.13,69.17,93.31,D
S1924,CS,68.56,86.52,93.02,82.61,60.65,F
S1925,CS,57.37,67.32,73.38,58.94,53.24,C
S1926,Engineering,75.29,77.8,77.62,92.6,62.49,B
S1927,Engineering,72.79,82.99,44.19,86.96,91.38,F
S1928,CS,99.86,97.64,48.0,78.89,79.36,A
S1929,Engineering,80.56,49.9,74.78,56.42,79.3,B
S1930,Engineering,89.32,99.84,63.74,84.36,50.03,A
S1931,CS,66.7,63.53,87.93,50.9,73.61,F
S1932,CS,91.58,83.39,72.59,90.22,63.28,A
S1933,CS,80.75,74.34,92.94,65.19,66.81,A
S1934,CS,84.85,69.2,98.34,55.86,79.93,A
S1935,CS,64.72,81.88,48.86,58.22,93.72,A
S1936,CS,77.43,63.75,63.69,98.16,59.08,B
S1937,Engineering,81.7,47.57,79.9,88.69,88.41,C
