ID_Aluno,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Stress_Level (1-10),Sleep_Hours_per_Night
S3727,9.8,Yes,Yes,3,7.7
S3728,22.1,No,Yes,1,5.2
S3729,7.4,Yes,Yes,4,8.2
S3730,13.0,No,Yes,3,5.6
S3731,19.3,Yes,Yes,3,4.6
S3732,21.2,Yes,Yes,6,6.6
S3733,5.4,No,Yes,9,6.6
S3734,5.2,Yes,Yes,1,4.2
S3735,7.8,Yes,Yes,9,7.6
S3736,24.2,No,Yes,2,4.7
S3737,19.2,No,Yes,3,5.1
S3738,20.2,No,Yes,9,6.8
S3739,20.1,Yes,Yes,8,8.5
S3740,5.9,No,Yes,9,4.1
S3741,9.3,No,Yes,8,8.1
S3742,23.2,Yes,Yes,6,7.8
S3743,21.1,Yes,Yes,10,4.8
S3744,16.1,No,Yes,9,5.9
S3745,5.5,No,Yes,3,8.5
S3746,15.4,No,Yes,4,4.7
S3747,11.2,No,Yes,1,4.6
S3748,22.4,Yes,Yes,7,7.7
S3749,25.6,No,No,2,6.4
S3750,17.6,No,Yes,1,5.4
S3751,15.1,Yes,Yes,8,4.9
S3752,11.8,Yes,Yes,10,7.6
S3753,7.3,No,Yes,9,6.2
S3754,14.3,No,Yes,4,5.2
S3755,22.0,Yes,Yes,9,8.7
S3756,21.7,No,Yes,3,6.8
S3757,15.3,Yes,Yes,8,5.8
S3758,29.1,Yes,Yes,10,7.6
S3759,28.5,Yes,Yes,5,6.5
S3760,26.9,No,Yes,2,4.0
S3761,15.9,Yes,Yes,5,8.2
S3762,23.7,No,Yes,6,4.3
S3763,28.2,No,No,5,8.9
S3764,23.4,No,Yes,7,5.7
S3765,12.9,Yes,Yes,4,6.6
S3766,6.7,No,Yes,10,9.0
S3767,29.0,No,Yes,10,5.3
S3768,29.8,No,Yes,7,6.3
S3769,22.3,Yes,Yes,9,7.8
S3770,12.9,No,Yes,2,6.3
S3771,26.6,No,No,9,5.7
S3772,28.8,Yes,Yes,10,4.6
S3773,17.7,No,Yes,2,6.6
S3774,12.8,Yes,Yes,7,6.8
S3775,15.2,No,Yes,5,5.2
S3776,6.8,No,Yes,4,5.7
S3777,19.1,No,Yes,7,5.5
S3778,14.5,No,Yes,1,6.1
S3779,27.1,No,Yes,3,8.0
S3780,11.9,No,Yes,2,5.7
S3781,5.2,Yes,Yes,2,5.4
S3782,23.4,No,Yes,5,8.2
S3783,5.2,Yes,Yes,10,8.1
S3784,18.6,No,Yes,2,8.0
S3785,9.5,Yes,Yes,3,7.7
S3786,20.3,No,Yes,7,8.4
S3787,9.9,No,Yes,2,7.6
S3788,17.5,No,Yes,4,4.8
S3789,13.4,No,Yes,2,4.2
S3790,9.6,Yes,Yes,8,4.9
S3791,20.2,Yes,Yes,6,5.8
S3792,7.1,No,Yes,8,4.3
S3793,28.5,No,Yes,6,7.8
S3794,24.5,No,Yes,1,7.2
S3795,27.9,No,Yes,9,7.6
S3796,6.1,Yes,Yes,9,4.5
S3797,5.1,Yes,No,5,5.6
S3798,13.9,No,Yes,10,6.3
S3799,20.4,No,Yes,7,7.0
S3800,11.1,No,Yes,3,8.0
S3801,18.7,Yes,Yes,2,8.9
S3802,20.2,No,No,8,4.4
S3803,8.8,No,Yes,3,7.2
S3804,24.2,No,Yes,2,4.7
S3805,28.4,No,Yes,7,5.5
S3806,21.0,No,Yes,9,7.9
S3807,28.7,No,No,6,9.0
S3808,11.2,Yes,Yes,2,6.6
S3809,5.9,No,Yes,2,5.8
S3810,11.2,No,Yes,1,5.1
S3811,21.2,No,Yes,9,7.9
S3812,19.9,No,Yes,4,8.5
S3813,11.7,No,Yes,4,8.2
S3814,15.2,No,Yes,10,6.5
S3815,14.2,Yes,Yes,4,6.9
S3816,28.8,Yes,Yes,1,8.2
S3817,12.9,No,Yes,10,8.6
S3818,9.8,No,No,8,8.7
S3819,19.1,No,No,9,7.4
S3820,8.1,No,Yes,9,5.0
S3821,17.7,No,Yes,9,5.6
S3822,22.2,Yes,No,6,5.3
S3823,28.6,No,Yes,7,4.9
S3824,27.3,No,Yes,1,5.3
S3825,26.0,No,Yes,5,8.3
S3826,14.8,Yes,Yes,6,7.9
S3827,27.3,Yes,Yes,8,4.2
S3828,22.9,No,Yes,1,4.7
S3829,16.0,No,Yes,8,8.9
S3830,19.1,No,Yes,7,5.1
S3831,15.9,Yes,Yes,2,7.2
S3832,9.9,No,Yes,7,5.0
S3833,16.3,No,Yes,4,5.2
S3834,25.2,No,Yes,10,6.5
S3835,11.7,Yes,No,10,6.4
S3836,21.0,No,Yes,6,7.2
S3837,18.8,No,Yes,9,4.8
S3838,28.0,Yes,Yes,4,5.3
S3839,23.7,No,Yes,10,7.1
S3840,14.0,No,Yes,2,4.5
S3841,19.0,No,No,9,8.5
S3842,27.8,No,Yes,1,4.9
S3843,10.7,Yes,Yes,6,6.2
S3844,16.9,No,Yes,7,4.5
S3845,10.5,No,Yes,8,7.4
S3846,15.5,No,Yes,4,5.6
S3847,6.5,No,Yes,1,4.4
S3848,26.9,Yes,Yes,1,7.0
S3849,29.5,No,Yes,1,8.9
S3850,19.2,No,Yes,3,8.4
S3851,18.9,Yes,Yes,9,7.5
S3852,28.9,Yes,Yes,6,4.1
S3853,14.8,No,Yes,7,8.3
S3854,20.5,No,No,7,8.5
S3855,25.9,Yes,Yes,2,4.2
S3856,17.6,No,Yes,6,4.6
S3857,10.5,No,Yes,9,6.3
S3858,25.3,No,Yes,4,6.0
S3859,11.8,Yes,Yes,8,5.5
S3860,26.1,Yes,Yes,8,5.0
S3861,28.6,Yes,Yes,3,6.7
S3862,18.7,No,Yes,7,7.9
S3863,6.2,No,Yes,8,8.7
S3864,28.9,No,Yes,6,5.5
S3865,25.8,No,No,4,7.5
S3866,7.9,No,Yes,8,7.9
S3867,20.7,No,Yes,4,6.4
S3868,12.9,Yes,Yes,6,8.6
S3869,13.3,No,Yes,2,4.1
S3870,19.5,Yes,Yes,2,8.5
S3871,22.8,Yes,Yes,4,8.5
S3872,5.3,No,No,6,4.7
S3873,8.8,Yes,Yes,3,6.2
S3874,27.6,Yes,Yes,3,6.6
S3875,17.4,Yes,Yes,6,6.0
S3876,17.3,No,Yes,10,8.5
S3877,26.0,No,Yes,8,7.6
S3878,8.2,No,No,6,4.6
S3879,22.8,Yes,No,8,8.6
S3880,17.7,No,Yes,4,4.2
S3881,23.5,No,Yes,5,7.0
S3882,22.0,No,Yes,3,6.6
S3883,21.7,Yes,Yes,7,4.4
S3884,26.4,No,Yes,7,7.5
S3885,18.8,No,Yes,6,8.8
S3886,15.2,No,Yes,4,6.3
S3887,10.0,No,No,7,6.6
S3888,13.6,No,No,3,5.9
S3889,26.7,Yes,Yes,6,8.4
S3890,13.4,Yes,Yes,4,8.6
S3891,29.6,No,Yes,5,6.0
S3892,20.2,No,No,6,8.5
S3893,25.4,No,Yes,7,5.0
S3894,17.3,No,Yes,7,6.3
S3895,21.4,Yes,Yes,7,5.3
S3896,29.7,No,Yes,5,5.1
S3897,17.5,Yes,Yes,10,8.3
S3898,11.6,No,Yes,7,7.6
S3899,21.2,Yes,Yes,5,4.3
S3900,28.0,No,Yes,5,7.8
S3901,5.4,No,Yes,3,6.9
S3902,29.8,Yes,Yes,9,7.9
S3903,18.6,No,Yes,9,7.0
S3904,25.0,Yes,Yes,1,5.9
S3905,8.0,Yes,Yes,4,6.5
S3906,12.3,No,Yes,3,4.7
S3907,29.4,No,Yes,4,5.6
S3908,12.2,No,Yes,2,4.1
S3909,15.3,Yes,Yes,6,6.0
S3910,12.0,No,Yes,6,4.5
S3911,16.7,No,No,7,7.3
S3912,9.0,Yes,Yes,6,8.6
S3913,17.7,No,Yes,8,7.7
S3914,12.5,Yes,Yes,4,5.0
S3915,25.4,No,Yes,2,6.5
S3916,14.7,No,Yes,10,7.6
S3917,24.8,No,Yes,7,8.0
S3918,21.0,Yes,Yes,1,5.4
S3919,27.9,No,Yes,1,6.4
S3920,25.3,No,Yes,5,4.5
S3921,27.5,Yes,No,5,7.6
S3922,18.1,Yes,Yes,5,6.2
S3923,27.8,No,Yes,3,4.2
S3924,8.9,No,Yes,6,6.6
S3925,7.1,No,Yes,2,8.0
S3926,18.2,No,Yes,10,4.2
S3927,25.7,No,Yes,8,6.0
S3928,10.3,Yes,Yes,8,6.4
S3929,29.2,Yes,Yes,5,9.0
S3930,9.6,No,Yes,6,5.1
S3931,22.7,No,Yes,2,8.1
S3932,27.9,Yes,Yes,5,4.7
S3933,29.1,No,Yes,8,8.8
S3934,21.5,No,Yes,10,5.5
S3935,19.4,No,Yes,7,4.7
S3936,7.3,No,Yes,9,5.9
S3937,5.5,No,Yes,9,4.1
S3938,29.6,No,Yes,8,4.5
S3939,11.9,No,Yes,2,6.5
S3940,6.8,No,Yes,4,8.7
S3941,18.5,No,Yes,4,6.2
S3942,12.8,No,No,8,7.3
S3943,13.9,Yes,Yes,2,7.5
S3944,13.8,No,Yes,10,4.2
S3945,11.2,No,Yes,9,5.6
S3946,29.2,No,Yes,2,9.0
S3947,11.6,No,No,4,4.0
S3948,18.9,Yes,Yes,3,6.4
S3949,11.0,No,Yes,10,8.2
S3950,24.0,No,Yes,8,5.4
S3951,10.7,Yes,Yes,1,9.0
S3952,20.4,No,Yes,7,6.4
S3953,25.8,No,Yes,7,8.6
S3954,11.8,No,Yes,9,6.6
S3955,25.1,No,Yes,10,6.0
S3956,7.3,No,Yes,8,7.6
S3957,7.9,No,Yes,6,8.8
S3958,15.0,No,Yes,6,5.9
S3959,15.2,No,Yes,6,8.3
S3960,17.9,Yes,Yes,5,7.3
S3961,5.6,No,Yes,1,5.9
S3962,7.9,No,No,2,4.3
S3963,5.3,No,Yes,6,5.6
S3964,28.9,No,Yes,2,8.2
S3965,12.8,No,Yes,5,4.5
S3966,22.2,No,Yes,10,6.9
S3967,20.2,Yes,Yes,1,6.6
S3968,23.1,No,Yes,1,7.3
S3969,27.1,Yes,Yes,6,8.7
S3970,10.8,No,Yes,1,7.8
S3971,15.6,Yes,Yes,4,6.6
S3972,13.2,No,No,2,8.2
S3973,7.1,Yes,Yes,9,7.5
S3974,5.8,No,Yes,1,8.5
S3975,24.1,No,Yes,3,7.6
S3976,8.2,No,Yes,7,7.8
S3977,5.4,No,No,1,4.4
S3978,16.0,No,Yes,1,4.0
S3979,13.1,No,Yes,6,8.8
S3980,6.7,Yes,Yes,6,5.3
S3981,6.3,Yes,Yes,4,4.8
S3982,27.8,Yes,Yes,10,4.8
S3983,28.5,No,Yes,3,7.7
S3984,17.1,No,No,10,4.2
S3985,26.2,Yes,Yes,1,7.3
S3986,25.0,No,Yes,8,6.9
S3987,19.5,Yes,Yes,8,4.7
S3988,23.8,Yes,Yes,7,4.7
S3989,28.3,Yes,Yes,4,4.7
S3990,19.2,No,Yes,2,5.3
S3991,17.8,No,Yes,7,7.2
S3992,5.1,No,Yes,8,5.0
S3993,18.6,No,No,5,7.3
S3994,25.4,Yes,Yes,9,8.9
S3995,24.1,No,Yes,10,8.3
S3996,21.1,Yes,Yes,8,8.0
S3997,5.6,No,Yes,4,8.7
S3998,28.1,No,Yes,10,7.1
S3999,15.7,No,Yes,9,7.8
S4000,19.3,Yes,Yes,1,7.9
S4001,14.9,No,Yes,9,8.9
S4002,13.7,No,No,1,7.2
S4003,17.8,No,Yes,5,5.4
S4004,17.4,No,Yes,5,5.0
S4005,13.9,No,Yes,8,5.5
S4006,25.1,No,Yes,5,7.8
S4007,6.3,No,Yes,8,7.3
S4008,7.9,Yes,Yes,1,5.1
S4009,7.1,No,Yes,10,8.3
S4010,19.1,Yes,Yes,3,8.9
S4011,15.3,Yes,Yes,7,7.8
S4012,16.3,No,Yes,6,4.3
S4013,19.4,No,Yes,5,7.1
S4014,13.1,No,Yes,7,8.7
S4015,9.6,No,Yes,5,5.6
S4016,12.7,No,Yes,7,6.9
S4017,29.8,Yes,Yes,10,5.1
S4018,28.8,No,Yes,3,8.4
S4019,28.9,No,Yes,6,8.3
S4020,5.7,No,Yes,2,5.8
S4021,7.2,Yes,Yes,1,5.7
S4022,6.1,Yes,Yes,2,4.0
S4023,25.4,No,Yes,4,5.6
S4024,29.8,No,Yes,10,7.9
S4025,18.6,No,Yes,6,4.1
S4026,22.5,Yes,Yes,5,5.0
S4027,13.8,Yes,No,8,7.7
S4028,24.1,No,No,2,7.2
S4029,21.4,Yes,Yes,3,8.9
S4030,25.0,No,No,2,6.0
S4031,17.5,No,Yes,10,4.7
S4032,9.9,Yes,Yes,2,7.3
S4033,16.9,No,Yes,4,4.4
S4034,12.8,Yes,Yes,2,4.6
S4035,22.4,No,Yes,2,6.8
S4036,8.4,Yes,Yes,3,6.4
S4037,13.3,No,Yes,1,5.3
S4038,5.2,No,Yes,5,6.4
S4039,25.4,No,Yes,4,8.3
S4040,15.2,No,Yes,1,7.6
S4041,24.4,Yes,No,6,6.3
S4042,7.4,Yes,Yes,7,5.6
S4043,9.8,No,Yes,4,6.9
S4044,26.3,No,No,3,4.0
S4045,19.9,No,Yes,9,7.7
S4046,5.1,No,Yes,3,8.0
S4047,27.6,No,Yes,5,4.6
S4048,29.6,No,Yes,5,6.0
S4049,21.5,No,Yes,7,4.7
S4050,23.2,No,Yes,1,8.7
S4051,8.3,Yes,Yes,3,8.1
S4052,24.2,Yes,No,3,4.1
S4053,7.5,Yes,Yes,10,8.9
S4054,27.2,No,Yes,10,4.7
S4055,17.6,Yes,Yes,8,4.4
S4056,8.5,Yes,Yes,3,4.2
S4057,7.2,Yes,Yes,7,8.0
S4058,16.0,Yes,Yes,9,8.6
S4059,5.1,No,Yes,8,4.5
S4060,29.0,No,Yes,6,8.9
S4061,9.3,No,Yes,5,5.6
S4062,15.5,Yes,Yes,7,7.4
S4063,20.2,No,Yes,9,8.9
S4064,21.9,Yes,Yes,6,4.0
S4065,19.1,No,No,2,6.7
S4066,9.5,No,Yes,8,7.3
S4067,16.8,No,Yes,4,5.9
S4068,13.1,Yes,Yes,6,4.5
S4069,7.2,Yes,Yes,2,7.1
S4070,14.7,No,Yes,6,4.2
S4071,20.2,Yes,Yes,2,8.6
S4072,7.6,No,Yes,1,6.3
S4073,9.1,No,Yes,5,8.6
S4074,7.2,Yes,Yes,4,8.2
S4075,5.0,No,Yes,4,4.0
S4076,28.4,No,Yes,1,6.3
S4077,26.0,No,Yes,9,8.4
S4078,10.8,Yes,Yes,8,5.9
S4079,19.4,No,Yes,1,5.6
S4080,25.0,No,Yes,5,7.4
S4081,14.2,No,Yes,9,7.5
S4082,23.5,Yes,Yes,1,7.2
S4083,26.7,No,No,10,5.8
S4084,17.5,No,Yes,10,4.3
S4085,27.2,Yes,Yes,3,8.6
S4086,10.2,Yes,Yes,4,5.6
S4087,27.5,Yes,Yes,2,8.0
S4088,25.1,Yes,Yes,9,5.8
S4089,26.0,Yes,Yes,1,6.5
S4090,5.1,No,Yes,4,5.9
S4091,21.6,Yes,Yes,10,4.4
S4092,15.0,No,Yes,3,5.6
S4093,20.1,No,Yes,10,8.8
S4094,7.1,No,Yes,9,4.6
S4095,10.9,No,Yes,3,6.8
S4096,13.8,No,Yes,7,8.8
S4097,23.0,No,Yes,2,4.1
S4098,18.8,Yes,Yes,8,4.3
S4099,5.4,No,Yes,2,8.5
S4100,13.4,No,Yes,10,7.7
S4101,28.5,No,Yes,9,6.7
S4102,9.5,Yes,Yes,9,6.7
S4103,10.9,No,Yes,9,8.9
S4104,12.7,Yes,Yes,6,4.1
S4105,11.7,Yes,Yes,7,5.4
S4106,8.0,No,Yes,4,5.6
S4107,12.8,Yes,No,2,4.6
S4108,18.5,Yes,Yes,3,5.8
S4109,21.9,No,Yes,3,5.9
S4110,21.1,No,Yes,1,8.8
S4111,9.1,Yes,Yes,3,6.2
S4112,20.4,No,Yes,4,8.7
S4113,14.0,Yes,Yes,4,8.1
S4114,25.5,No,No,3,7.7
S4115,14.1,No,Yes,10,5.7
S4116,29.4,No,Yes,4,6.1
S4117,20.4,No,Yes,4,4.2
S4118,15.7,No,Yes,3,5.9
S4119,17.6,No,Yes,5,8.4
S4120,9.4,Yes,Yes,3,7.9
S4121,22.0,Yes,Yes,8,8.0
S4122,29.1,No,Yes,3,5.1
S4123,17.9,No,Yes,10,5.1
S4124,29.8,No,Yes,3,7.3
S4125,8.8,No,No,8,7.3
S4126,20.9,No,Yes,1,5.0
S4127,21.9,No,No,4,7.6
S4128,12.8,No,Yes,3,5.9
S4129,13.8,No,Yes,1,8.4
S4130,28.6,No,Yes,1,5.8
S4131,20.3,Yes,Yes,7,5.1
S4132,24.5,No,Yes,4,5.0
S4133,23.1,Yes,Yes,5,8.5
S4134,20.3,No,Yes,2,8.3
S4135,6.2,No,Yes,3,6.1
S4136,21.6,No,Yes,1,5.2
S4137,13.6,Yes,Yes,4,5.4
S4138,16.7,No,Yes,8,5.9
S4139,26.3,No,Yes,3,4.2
S4140,29.2,Yes,Yes,1,4.3
S4141,22.4,No,Yes,4,8.6
S4142,10.8,No,Yes,9,7.8
S4143,12.9,No,Yes,10,8.1
S4144,8.5,Yes,Yes,8,6.4
S4145,19.5,Yes,Yes,10,5.8
S4146,28.2,No,Yes,3,4.5
S4147,25.3,No,Yes,4,6.8
S4148,18.6,No,Yes,5,7.7
S4149,28.5,No,Yes,7,5.0
S4150,27.4,No,Yes,1,5.9
S4151,14.0,No,Yes,3,8.6
S4152,18.7,No,Yes,1,8.2
S4153,12.4,No,Yes,3,8.0
S4154,5.2,No,No,6,4.2
S4155,16.3,No,Yes,9,4.8
S4156,23.8,No,No,6,5.5
S4157,20.9,Yes,Yes,8,5.5
S4158,28.2,No,Yes,4,4.6
S4159,22.1,No,Yes,5,5.4
S4160,8.5,No,Yes,8,6.1
S4161,11.7,Yes,Yes,1,4.2
S4162,8.1,Yes,No,8,6.0
S4163,24.9,Yes,Yes,2,6.5
S4164,28.8,Yes,Yes,6,4.2
S4165,10.7,No,Yes,4,7.4
S4166,24.1,Yes,Yes,10,4.4
S4167,15.9,No,Yes,10,7.2
S4168,13.9,No,Yes,4,9.0
S4169,29.7,No,Yes,5,4.3
S4170,13.6,No,Yes,1,5.4
S4171,21.5,No,Yes,4,4.6
S4172,22.8,No,No,8,5.8
S4173,24.3,No,Yes,9,8.2
S4174,26.6,No,Yes,2,8.6
S4175,19.2,No,Yes,6,8.2
S4176,20.1,No,Yes,5,7.5
S4177,22.8,No,Yes,8,7.6
S4178,8.7,No,Yes,8,4.6
S4179,10.0,No,Yes,8,5.2
S4180,24.1,Yes,Yes,10,5.8
S4181,8.4,No,Yes,1,4.3
S4182,22.2,No,Yes,10,8.1
S4183,5.8,No,Yes,4,5.3
S4184,13.4,No,Yes,2,4.3
S4185,21.6,No,Yes,4,4.4
S4186,22.7,Yes,Yes,6,8.8
S4187,20.8,No,Yes,4,8.6
S4188,16.0,No,Yes,5,8.8
S4189,11.4,Yes,Yes,3,8.8
S4190,20.3,No,Yes,2,8.0
S4191,9.6,Yes,Yes,7,5.4
S4192,6.5,No,No,6,5.6
S4193,5.5,No,Yes,3,6.0
S4194,11.7,Yes,Yes,10,7.9
S4195,5.7,No,Yes,9,8.6
S4196,11.2,No,Yes,6,6.2
S4197,12.2,No,Yes,5,5.5
S4198,13.6,No,Yes,8,5.2
S4199,22.8,No,No,2,5.3
S4200,16.0,Yes,Yes,6,4.0
S4201,29.6,Yes,Yes,6,5.2
S4202,28.7,No,Yes,7,5.5
S4203,29.5,No,Yes,3,7.9
S4204,15.3,No,Yes,6,6.7
S4205,6.1,Yes,Yes,3,5.7
S4206,26.5,No,Yes,8,7.0
S4207,15.9,No,Yes,5,7.9
S4208,21.0,No,Yes,6,7.1
S4209,26.1,Yes,Yes,9,4.4
S4210,20.2,No,Yes,9,5.2
S4211,23.4,Yes,Yes,5,5.4
S4212,11.2,No,Yes,10,5.8
S4213,9.9,Yes,Yes,7,4.1
S4214,18.9,Yes,No,6,7.7
S4215,20.9,No,Yes,10,6.4
S4216,26.8,No,Yes,4,8.5
S4217,25.5,No,Yes,1,6.6
S4218,29.7,No,Yes,4,8.9
S4219,29.2,Yes,Yes,2,7.5
S4220,20.6,No,Yes,8,8.4
S4221,17.6,No,Yes,2,8.9
S4222,24.0,No,Yes,9,6.4
S4223,11.5,No,Yes,10,7.2
S4224,13.8,Yes,Yes,6,8.6
S4225,24.2,No,Yes,5,6.9
S4226,28.7,No,Yes,9,4.3
S4227,27.4,No,Yes,2,7.5
S4228,6.8,No,Yes,1,8.7
S4229,10.8,No,Yes,9,7.9
S4230,11.8,No,No,10,8.0
S4231,14.6,No,Yes,4,4.4
S4232,6.8,No,Yes,2,7.7
S4233,10.8,Yes,Yes,6,4.2
S4234,22.9,No,Yes,1,8.7
S4235,11.1,No,Yes,4,8.6
S4236,28.6,Yes,No,4,8.9
S4237,15.6,Yes,No,10,5.5
S4238,7.5,No,Yes,7,6.7
S4239,26.1,No,Yes,3,6.9
S4240,27.9,No,Yes,8,6.8
S4241,28.2,No,Yes,2,6.1
S4242,17.3,No,Yes,4,8.9
S4243,28.0,Yes,Yes,8,8.4
S4244,22.7,No,Yes,4,7.1
S4245,9.9,Yes,Yes,5,7.2
S4246,18.3,No,Yes,10,7.6
S4247,15.8,No,Yes,8,7.0
S4248,16.3,No,Yes,8,7.5
S4249,15.3,Yes,Yes,5,8.1
S4250,9.4,No,Yes,6,8.9
S4251,14.8,No,Yes,9,8.2
S4252,17.8,No,Yes,2,4.6
S4253,12.1,No,Yes,3,6.7
S4254,9.4,No,Yes,9,7.2
S4255,10.0,No,Yes,3,5.3
S4256,9.8,No,Yes,5,6.4
S4257,16.2,No,Yes,3,8.7
S4258,10.2,No,Yes,10,5.3
S4259,22.9,No,No,4,5.6
S4260,13.4,No,Yes,3,8.5
S4261,28.5,No,Yes,10,4.5
S4262,6.6,No,Yes,4,8.4
S4263,12.7,Yes,Yes,1,5.5
S4264,23.5,No,Yes,8,6.5
S4265,22.1,No,Yes,10,7.2
S4266,15.5,Yes,Yes,7,7.2
S4267,26.8,Yes,Yes,6,8.9
S4268,6.8,No,Yes,7,4.2
S4269,17.7,No,Yes,8,7.5
S4270,10.0,No,No,1,8.2
S4271,14.3,No,Yes,7,6.9
S4272,22.5,No,Yes,9,8.9
S4273,7.5,No,Yes,4,6.1
S4274,6.1,No,Yes,2,7.7
S4275,15.5,No,Yes,1,7.4
S4276,11.8,No,Yes,8,4.2
S4277,23.0,No,Yes,9,6.8
S4278,6.6,No,Yes,3,5.3
S4279,29.2,Yes,Yes,8,6.6
S4280,20.5,Yes,Yes,8,8.4
S4281,17.5,No,Yes,1,7.2
S4282,15.3,No,Yes,8,7.0
S4283,23.7,Yes,Yes,2,7.4
S4284,13.9,No,Yes,2,6.6
S4285,24.4,Yes,Yes,4,6.2
S4286,22.8,No,Yes,10,5.9
S4287,18.8,Yes,Yes,7,7.5
S4288,27.2,No,Yes,2,7.9
S4289,13.6,Yes,Yes,5,6.1
S4290,6.4,Yes,No,4,4.2
S4291,14.4,No,Yes,6,6.7
S4292,26.9,No,Yes,3,6.9
S4293,6.9,No,Yes,9,6.4
S4294,24.1,No,Yes,1,5.8
S4295,25.6,No,Yes,8,8.5
S4296,15.7,Yes,Yes,6,6.4
S4297,9.9,No,Yes,4,8.0
S4298,13.9,No,Yes,9,7.2
S4299,15.0,No,Yes,1,7.9
S4300,28.3,No,Yes,9,8.4
S4301,12.1,No,Yes,2,5.2
S4302,29.3,Yes,Yes,6,8.1
S4303,7.7,No,Yes,8,7.6
S4304,29.4,No,Yes,2,6.8
S4305,10.6,No,No,5,6.7
S4306,9.2,Yes,Yes,10,5.6
S4307,8.0,No,Yes,10,6.7
S4308,12.9,Yes,Yes,4,5.9
S4309,20.4,No,Yes,5,8.4
S4310,21.7,No,Yes,10,6.9
S4311,14.2,Yes,Yes,4,5.5
S4312,10.8,Yes,Yes,3,4.7
S4313,29.9,No,Yes,4,7.5
S4314,11.8,No,Yes,5,7.3
S4315,14.5,No,Yes,1,5.8
S4316,17.0,No,Yes,4,4.8
S4317,23.5,No,Yes,9,7.6
S4318,8.8,Yes,No,8,5.4
S4319,11.7,No,Yes,5,8.3
S4320,29.9,No,Yes,3,7.6
S4321,25.6,No,Yes,2,8.5
S4322,16.1,No,Yes,8,8.9
S4323,7.7,Yes,Yes,8,5.7
S4324,26.7,No,Yes,5,6.5
S4325,24.6,No,No,7,6.0
S4326,19.5,Yes,Yes,1,4.4
S4327,15.1,Yes,Yes,6,6.0
S4328,28.4,Yes,Yes,10,6.2
S4329,12.4,No,Yes,9,4.9
S4330,13.0,Yes,Yes,7,8.4
S4331,26.9,No,Yes,5,5.5
S4332,20.7,No,Yes,6,7.8
S4333,28.8,No,Yes,7,4.4
S4334,21.1,Yes,Yes,6,4.2
S4335,5.8,No,Yes,5,9.0
S4336,9.4,No,Yes,2,4.6
S4337,12.0,No,Yes,3,7.8
S4338,26.7,No,Yes,4,7.0
S4339,25.8,No,Yes,5,6.3
S4340,24.8,Yes,Yes,1,4.2
S4341,18.8,No,Yes,10,5.6
S4342,8.5,No,No,7,8.5
S4343,8.3,No,Yes,8,8.5
S4344,8.2,No,Yes,7,7.0
S4345,26.4,No,No,5,6.9
S4346,8.5,No,Yes,1,6.1
S4347,25.2,Yes,Yes,9,7.9
S4348,26.1,Yes,Yes,2,8.4
S4349,7.6,No,Yes,10,7.6
S4350,27.6,No,Yes,1,6.6
S4351,27.4,No,No,2,7.2
S4352,21.0,Yes,Yes,4,5.1
S4353,17.8,No,Yes,2,9.0
S4354,21.2,No,Yes,6,8.7
S4355,15.1,No,Yes,8,8.8
S4356,19.7,Yes,Yes,9,4.8
S4357,29.2,No,Yes,8,7.3
S4358,7.8,No,Yes,8,7.3
S4359,10.8,No,Yes,9,5.8
S4360,18.1,Yes,Yes,8,8.3
S4361,11.5,No,Yes,2,7.9
S4362,29.8,No,Yes,7,7.6
S4363,23.0,No,Yes,3,4.1
S4364,15.8,No,Yes,1,9.0
S4365,27.6,Yes,No,10,7.6
S4366,8.6,No,Yes,9,8.8
S4367,12.2,No,No,8,4.4
S4368,28.9,No,No,6,7.5
S4369,18.9,No,Yes,2,7.7
S4370,28.0,Yes,Yes,1,4.3
S4371,29.6,No,Yes,10,4.3
S4372,14.0,No,Yes,6,7.8
S4373,19.4,No,Yes,5,8.0
S4374,26.2,No,Yes,2,8.6
S4375,11.8,Yes,Yes,1,7.9
S4376,16.2,No,Yes,3,5.2
S4377,8.8,No,Yes,5,8.8
S4378,21.3,Yes,Yes,9,5.3
S4379,5.1,Yes,Yes,8,7.6
S4380,16.2,Yes,Yes,9,6.6
S4381,28.2,No,Yes,5,4.6
S4382,27.4,No,Yes,4,8.6
S4383,25.1,No,Yes,3,6.9
S4384,8.5,No,Yes,3,4.5
S4385,18.0,Yes,Yes,4,5.9
S4386,23.0,No,Yes,5,7.8
S4387,7.5,No,Yes,10,7.1
S4388,8.7,No,Yes,7,5.1
S4389,6.0,No,Yes,9,6.8
S4390,13.1,Yes,No,4,5.5
S4391,26.9,No,Yes,5,6.6
S4392,17.7,Yes,Yes,5,5.6
S4393,26.3,No,Yes,4,6.5
S4394,7.1,No,Yes,3,8.2
S4395,6.4,No,Yes,7,5.1
S4396,25.1,Yes,Yes,5,4.0
S4397,17.4,Yes,Yes,2,4.8
S4398,16.8,Yes,Yes,9,8.2
S4399,16.9,No,Yes,1,6.1
S4400,14.5,No,Yes,4,7.7
S4401,27.2,No,Yes,7,4.2
S4402,18.0,No,Yes,8,4.7
S4403,29.3,Yes,Yes,10,6.8
S4404,26.2,No,No,6,7.6
S4405,23.4,No,Yes,7,7.9
S4406,20.9,No,Yes,9,7.2
S4407,25.9,No,No,6,7.8
S4408,27.0,No,Yes,7,4.8
